booking_id,months_as_member,hours_before,day_of_week,part_of_day,category,attended,day_of_month
1334,10,25,Mon,AM,Class,1,3
1335,11,13,Sun,PM,Class,1,9
1336,13,55,Sun,PM,Class,1,9
1337,10,48,Sun,AM,Class,1,9
1338,3,5,Sun,AM,Class,0,9
1339,5,49,Fri,AM,Class,1,7
1340,5,12,Sun,PM,Gym,1,9
1341,27,47,Mon,AM,Class,1,3
1342,16,31,Wed,AM,Gym,1,12
1343,10,55,Sat,AM,Class,1,8
1344,12,55,Mon,AM,Gym,1,10
1345,12,12,Tue,AM,Class,1,11
1346,14,8,Fri,AM,Gym,1,14
1347,9,44,Wed,AM,Gym,1,5
1348,45,16,Sat,AM,Class,1,15
1349,18,49,Wed,PM,Class,1,12
1350,7,34,Mon,AM,Gym,1,10
1351,11,50,Sun,AM,Gym,0,16
1352,15,34,Mon,AM,Class,1,3
1353,58,36,Sun,AM,Gym,1,9
1354,12,7,Tue,PM,Class,0,11
1355,13,30,Sat,PM,Gym,1,15
1356,20,24,Thu,AM,Class,0,13
1357,27,15,Thu,AM,Gym,1,13
1358,7,18,Wed,AM,Gym,0,12
1359,22,43,Sat,AM,Gym,1,8
1360,13,48,Fri.,AM,Gym,1,14
1361,22,33,Thu,AM,Class,1,13
1362,14,7,Mon,PM,Gym,1,3
1363,12,5,Mon,AM,Class,1,10
1364,9,27,Tue,PM,Class,1,11
1365,9,13,Sun,PM,Class,1,16
1366,16,45,Mon,AM,Class,1,10
1367,29,24,Sat,AM,Gym,1,15
1368,20,6,Sat,AM,Gym,1,8
1369,16,24,Mon,PM,Class,1,10
1370,6,11,Mon,AM,Gym,0,10
1371,23,50,Mon,AM,Class,1,10
1372,9,19,Sat,AM,Gym,0,8
1373,24,27,Tue,PM,Class,1,4
1374,7,27,Fri,AM,Gym,1,7
1375,9,55,Mon,AM,Gym,1,3
1376,97,43,Mon,AM,Gym,1,3
1377,11,27,Tue,PM,Class,1,11
1378,12,17,Fri.,AM,Gym,1,21
1379,19,17,Mon,AM,Class,1,17
1380,3,17,Mon,AM,Gym,1,17
1381,8,17,Mon,AM,Gym,1,17
1382,36,17,Sat,AM,Gym,1,22
1383,38,17,Sat,AM,Gym,1,22
1384,25,17,Sun,AM,Gym,1,23
1385,9,17,Thu,AM,Gym,0,20
1386,18,17,Thu,PM,Class,1,20
1387,12,17,Thu,AM,Class,1,20
1388,6,17,Thu,PM,Gym,1,20
1389,6,17,Thu,PM,Gym,0,20
1390,7,17,Thu,PM,Class,1,20
1391,25,17,Thu,AM,Class,1,20
1392,3,17,Tue,AM,Gym,1,18
1393,20,17,Tue,AM,Gym,1,18
1394,14,17,Tue,PM,Class,1,18
1395,37,17,Tue,PM,Gym,1,18
1396,21,17,Wed,AM,Gym,1,19
1397,19,17,Wed,PM,Class,1,19
1398,12,17,Wed,AM,Class,0,19
1399,7,17,Fri,AM,Gym,1,21
1400,15,17,Fri,AM,Gym,1,21
1401,16,17,Fri.,AM,Gym,1,21
1402,18,17,Mon,PM,Gym,1,17
1403,36,17,Sat,AM,Class,1,22
1404,6,17,Sat,AM,Gym,1,22
1405,12,17,Sat,AM,Gym,1,22
1406,27,17,Sun,PM,Gym,1,23
1407,5,17,Sun,AM,Gym,1,23
1408,33,17,Thu,AM,Gym,1,20
1409,21,17,Thu,AM,Gym,1,20
1410,12,7,Fri,AM,Gym,1,7
1411,19,3,Fri,AM,Gym,1,14
1412,6,9,Mon,AM,Class,0,10
1413,8,14,Tue,PM,Class,0,11
1414,20,41,Fri,AM,Gym,1,7
1415,12,44,Tue,AM,Gym,1,4
1416,48,34,Fri.,AM,Gym,1,14
1417,9,50,Fri,AM,Class,1,7
1418,7,53,Tue,PM,Gym,1,4
1419,7,17,Tue,PM,Gym,1,11
1420,12,43,Thu,AM,Gym,0,6
1421,8,33,Sun,AM,Class,0,9
1422,13,38,Sun,PM,Gym,1,16
1423,25,50,Tue,AM,Gym,1,11
1424,10,39,Tue,PM,Gym,1,4
1425,5,25,Tue,AM,Gym,1,11
1426,7,47,Thu,AM,Gym,1,6
1427,35,43,Tue,PM,Gym,1,4
1428,6,3,Mon,PM,Gym,1,3
1429,30,4,Thu,PM,Gym,1,13
1430,16,21,Fri,AM,Gym,1,7
1431,3,16,Thu,PM,Gym,0,13
1432,18,31,Sat,AM,Gym,0,15
1433,3,35,Tue,PM,Gym,1,11
1434,16,55,Wednesday,AM,Gym,0,12
1435,13,12,Tue,PM,Gym,1,4
1436,20,55,Fri.,AM,Class,1,7
1437,12,53,Fri,AM,Gym,1,7
1438,57,29,Sun,AM,Class,1,9
1439,31,11,Sun,AM,Class,1,9
1440,11,25,Mon,AM,Gym,1,10
1441,11,52,Sat,AM,Gym,1,15
1442,15,9,Tue,AM,Gym,1,11
1443,5,43,Thu,AM,Gym,1,6
1444,12,29,Tue,AM,Gym,1,4
1445,10,42,Sat,PM,Class,1,15
1446,39,16,Thu,AM,Gym,1,13
1447,6,41,Fri,AM,Class,1,7
1448,6,41,Wed,AM,Gym,1,5
1449,9,33,Fri,AM,Gym,1,14
1450,5,38,Thu,AM,Gym,1,13
1451,51,21,Thu,AM,Gym,1,6
1452,13,18,Mon,AM,Gym,1,10
1453,22,41,Sat,AM,Gym,1,15
1454,8,12,Mon,AM,Gym,1,3
1455,6,51,Wednesday,PM,Gym,1,5
1456,21,42,Wed,AM,Class,1,5
1457,39,51,Fri,AM,Gym,1,7
1458,6,47,Sat,AM,Gym,1,8
1459,8,18,Sun,AM,Gym,1,9
1460,13,29,Sat,AM,Class,1,8
1461,5,33,Sat,AM,Gym,1,8
1462,17,9,Wed,AM,Class,0,5
1463,5,37,Mon,AM,Gym,0,3
1464,16,13,Wed,PM,Gym,0,5
1465,12,43,Mon,AM,Class,0,3
1466,22,51,Fri,AM,Class,1,7
1467,4,38,Sun,AM,Gym,1,9
1468,21,48,Mon,AM,Gym,1,10
1469,15,13,Mon,PM,Class,0,10
1470,21,20,Sun,AM,Gym,1,16
1471,15,55,Sat,AM,Gym,0,8
1472,12,50,Sat,AM,Class,1,15
1473,47,18,Thu,AM,Gym,1,20
1474,10,18,Thu,PM,Gym,1,20
1475,6,18,Thu,AM,Gym,1,20
1476,19,18,Tue,AM,Class,1,18
1477,6,18,Tue,AM,Gym,1,18
1478,24,18,Tue,AM,Gym,1,18
1479,11,18,Tue,PM,Gym,1,18
1480,29,18,Tue,AM,Gym,1,18
1481,5,18,Wed,PM,Gym,1,19
1482,29,18,Fri,AM,Gym,1,21
1483,14,18,Fri,AM,Gym,1,21
1484,21,18,Fri,AM,Gym,1,21
1485,5,18,Mon,AM,Gym,1,17
1486,14,18,Mon,AM,Gym,1,17
1487,15,18,Mon,PM,Gym,1,17
1488,20,18,Mon,PM,Gym,1,17
1489,42,18,Monday,AM,Class,1,17
1490,5,18,Sat,AM,Class,0,22
1491,10,18,Sat,PM,Gym,1,22
1492,14,18,Sat,AM,Gym,1,22
1493,48,18,Sun,AM,Class,1,23
1494,28,18,Sun,AM,Gym,1,23
1495,19,18,Sun,PM,Gym,1,23
1496,11,18,Sun,AM,Class,1,23
1497,4,18,Thu,AM,Class,1,20
1498,13,18,Thu,AM,Class,1,20
1499,7,18,Thu,AM,Gym,1,20
1500,8,18,Tue,AM,Gym,0,18
1501,18,18,Tue,PM,Gym,1,18
1502,51,18,Tue,AM,-,1,18
1503,5,34,Mon,AM,Gym,1,3
1504,17,23,Sat,AM,Gym,0,15
1505,14,33,Wed,AM,Gym,1,12
1506,11,25,Thu,AM,Gym,1,13
1507,11,9,Fri,AM,Gym,1,7
1508,14,21,Mon,AM,Gym,1,10
1509,10,10,Mon,AM,Class,1,10
1510,11,18,Mon,AM,Class,0,10
1511,21,9,Thu,AM,Gym,0,6
1512,25,14,Fri,AM,Class,1,7
1513,21,48,Fri,AM,Gym,1,7
1514,13,20,Sat,AM,Class,1,8
1515,9,44,Thu,AM,Gym,0,6
1516,9,4,Sat,AM,Class,1,15
1517,41,24,Sun,AM,Class,1,9
1518,19,21,Mon,AM,Gym,1,10
1519,19,46,Thu,AM,Gym,1,13
1520,16,41,Tue,AM,Gym,1,11
1521,8,3,Mon,AM,Class,0,10
1522,9,18,Sun,AM,Gym,1,16
1523,6,6,Tue,AM,Gym,1,4
1524,21,47,Thu,PM,Gym,0,13
1525,15,15,Thu,AM,Class,1,13
1526,4,5,Thu,AM,Gym,1,13
1527,13,54,Tue,PM,Class,1,11
1528,8,2,Sat,PM,Gym,1,15
1529,19,24,Thu,AM,Gym,1,13
1530,3,27,Tue,AM,Gym,1,11
1531,17,30,Wed,PM,Class,1,12
1532,7,12,Sun,AM,Class,1,9
1533,15,10,Thu,PM,Class,1,13
1534,11,30,Fri,AM,Class,0,7
1535,25,53,Fri.,AM,Class,1,7
1536,4,16,Wednesday,AM,Class,1,5
1537,7,47,Fri,AM,Class,0,7
1538,6,5,Mon,AM,Gym,0,10
1539,16,46,Wed,AM,Class,1,12
1540,16,8,Mon,AM,Gym,1,10
1541,38,52,Tue,AM,Gym,1,4
1542,11,47,Sun,AM,Gym,1,16
1543,9,50,Thu,PM,Gym,1,6
1544,15,17,Mon,AM,Gym,1,10
1545,7,9,Fri,AM,Class,1,7
1546,15,24,Sat,AM,Class,1,8
1547,12,50,Tue,AM,Gym,1,11
1548,12,42,Fri,AM,Gym,1,14
1549,7,39,Sun,AM,Gym,0,16
1550,57,5,Mon,PM,Class,1,10
1551,7,27,Mon,AM,Class,1,3
1552,13,14,Sat,AM,Gym,1,8
1553,6,19,Tue,AM,Class,1,18
1554,13,19,Tue,PM,Class,1,18
1555,11,19,Tue,AM,Gym,1,18
1556,5,19,Wed,PM,Gym,1,19
1557,17,19,Wed,AM,Gym,1,19
1558,23,19,Wed,AM,Class,1,19
1559,15,19,Wed,PM,Class,1,19
1560,7,19,Wed,AM,Gym,1,19
1561,22,19,Wed,AM,Gym,1,19
1562,14,19,Wed,AM,Gym,1,19
1563,4,19,Wednesday,AM,Class,1,19
1564,15,19,Wednesday,PM,Gym,1,19
1565,8,19,Fri,AM,Gym,1,21
1566,18,19,Fri,AM,Gym,1,21
1567,19,19,Fri,AM,Gym,1,21
1568,19,19,Fri,AM,Gym,1,21
1569,15,19,Fri,AM,Gym,1,21
1570,43,19,Fri.,AM,Gym,1,21
1571,14,19,Sat,PM,Gym,1,22
1572,8,19,Sat,AM,Class,1,22
1573,16,19,Sat,AM,Gym,1,22
1574,12,19,Sat,AM,Class,1,22
1575,10,19,Sat,PM,Gym,1,22
1576,11,19,Sat,AM,Gym,1,22
1577,13,19,Sun,AM,Gym,1,23
1578,20,19,Sun,AM,Class,1,23
1579,6,19,Sun,AM,Gym,1,23
1580,20,19,Thu,AM,Gym,1,20
1581,15,19,Thu,PM,Class,1,20
1582,8,43,Sat,PM,Gym,1,15
1583,11,16,Sun,PM,Gym,1,9
1584,31,45,Thu,PM,Gym,1,6
1585,5,43,Sun,PM,Class,1,16
1586,8,8,Tue,PM,Gym,1,4
1587,23,36,Tue,PM,Class,1,4
1588,7,13,Fri,AM,Gym,1,14
1589,18,40,Mon,PM,Gym,1,10
1590,5,44,Sun,AM,Class,1,16
1591,7,50,Sat,PM,Gym,1,15
1592,4,37,Sat,PM,Gym,0,8
1593,5,19,Thu,PM,Class,1,13
1594,20,53,Tue,AM,Gym,1,4
1595,21,22,Sat,AM,Class,1,15
1596,26,9,Mon,AM,Class,1,10
1597,15,43,Tue,AM,Gym,1,11
1598,13,48,Tue,AM,Gym,1,11
1599,38,42,Mon,AM,Gym,1,3
1600,7,20,Mon,AM,Gym,1,3
1601,10,27,Tue,PM,Gym,0,4
1602,16,9,Fri,AM,Class,1,7
1603,23,38,Fri,AM,Class,0,7
1604,4,15,Fri,AM,Class,1,14
1605,9,37,Sat,AM,Gym,1,15
1606,3,51,Thu,PM,Gym,1,13
1607,22,53,Tue,PM,Gym,1,4
1608,15,49,Tue,AM,Class,0,4
1609,9,20,Thu,AM,Gym,1,6
1610,5,43,Fri,AM,Gym,1,14
1611,31,41,Wed,PM,Gym,1,12
1612,12,56,Tue,PM,Gym,0,4
1613,7,33,Sun,AM,Class,1,16
1614,43,35,Tue,AM,Gym,1,11
1615,3,34,Mon,AM,Gym,0,10
1616,24,4,Sat,AM,Gym,1,15
1617,14,39,Thu,AM,Gym,1,13
1618,14,1,Thu,PM,Class,1,13
1619,12,36,Mon,PM,Gym,1,3
1620,11,20,Tue,AM,Gym,1,4
1621,6,15,Sun,AM,Gym,0,16
1622,13,13,Sat,AM,Class,1,8
1623,7,13,Sun,PM,Gym,0,9
1624,6,16,Fri,AM,Class,1,14
1625,10,26,Fri,AM,Gym,1,14
1626,34,26,Sun,PM,Class,1,16
1627,26,35,Sat,AM,Class,1,8
1628,11,14,Thu,PM,Gym,1,13
1629,8,55,Sat,AM,Gym,1,15
1630,17,12,Thu,PM,Class,1,6
1631,66,54,Fri,AM,Class,1,14
1632,19,47,Thu,AM,Gym,1,13
1633,39,12,Sat,AM,Gym,1,8
1634,13,9,Sun,AM,Gym,1,16
1635,23,51,Thu,AM,Class,1,13
1636,10,20,Thu,PM,Class,1,20
1637,15,20,Thu,AM,Gym,1,20
1638,20,20,Tue,AM,Gym,1,18
1639,17,20,Wed,PM,Gym,1,19
1640,22,20,Wed,PM,Class,1,19
1641,18,20,Wednesday,AM,Class,1,19
1642,7,20,Fri,AM,Gym,1,21
1643,30,20,Fri,PM,Gym,1,21
1644,27,20,Fri,AM,Gym,1,21
1645,5,20,Mon,AM,Gym,1,17
1646,7,20,Mon,AM,Gym,1,17
1647,14,20,Mon,AM,Gym,1,17
1648,20,20,Sat,PM,Class,1,22
1649,6,20,Sat,PM,Gym,1,22
1650,4,20,Sun,AM,Class,1,23
1651,11,20,Sun,AM,Class,1,23
1652,11,20,Thu,AM,Class,1,20
1653,6,20,Thu,PM,Gym,1,20
1654,11,20,Thu,AM,Gym,1,20
1655,11,20,Tue,AM,Gym,1,18
1656,9,20,Tue,AM,Gym,0,18
1657,19,20,Wednesday,PM,Class,1,19
1658,29,20,Fri,AM,Gym,0,21
1659,6,20,Fri,AM,Class,1,21
1660,8,20,Fri,AM,Gym,0,21
1661,18,20,Fri,PM,Class,1,21
1662,57,20,Fri,AM,Gym,1,21
1663,8,20,Fri,AM,Gym,1,21
1664,4,20,Fri,AM,Class,1,21
1665,41,20,Fri,AM,Gym,1,21
1666,9,20,Fri,AM,Gym,0,21
1667,12,20,Mon,AM,Gym,1,17
1668,2,1,Wed,PM,Gym,1,12
1669,7,17,Sun,AM,Class,1,9
1670,10,23,Tue,AM,Gym,1,11
1671,3,52,Sun,AM,Gym,1,9
1672,13,15,Thu,PM,Gym,1,13
1673,14,43,Sat,AM,Gym,1,15
1674,27,33,Sun,AM,Class,1,9
1675,16,4,Thu,AM,Class,1,6
1676,7,25,Fri.,AM,Gym,1,7
1677,13,48,Sat,AM,Gym,1,15
1678,11,27,Wednesday,PM,Gym,1,12
1679,33,38,Thu,AM,Class,1,6
1680,9,11,Wed,AM,Class,1,5
1681,6,27,Mon,AM,Gym,1,10
1682,9,49,Sun,AM,Class,1,9
1683,32,14,Tue,AM,Gym,1,11
1684,12,22,Sun,AM,Gym,0,16
1685,12,13,Sun,AM,Class,1,16
1686,15,15,Sat,PM,Gym,1,15
1687,8,47,Fri,AM,Gym,1,7
1688,8,36,Sat,AM,Class,0,8
1689,16,13,Thu,AM,Gym,1,6
1690,7,36,Thu,AM,Gym,1,6
1691,19,36,Sat,AM,Gym,1,8
1692,8,11,Fri,AM,Gym,1,14
1693,12,29,Sun,AM,Gym,1,16
1694,12,45,Mon,AM,Gym,1,3
1695,48,52,Thu,AM,Class,1,6
1696,8,48,Fri,AM,Class,1,14
1697,10,41,Thu,AM,Class,1,6
1698,25,49,Tue,AM,Gym,1,4
1699,6,46,Mon,AM,Gym,1,3
1700,12,28,Sun,AM,Class,1,16
1701,7,49,Tue,AM,Class,1,11
1702,6,25,Sat,AM,Class,0,8
1703,11,14,Thu,AM,Gym,0,6
1704,6,15,Fri,AM,Gym,1,7
1705,15,9,Monday,AM,Gym,1,3
1706,7,21,Thu,AM,Class,1,13
1707,6,5,Tue,PM,Gym,1,11
1708,15,40,Wed,AM,Gym,1,12
1709,8,12,Sat,AM,Gym,1,8
1710,17,56,Sun,AM,Gym,1,16
1711,10,26,Tue,AM,Gym,1,11
1712,33,15,Thu,AM,Gym,1,6
1713,21,8,Tue,PM,Class,0,11
1714,5,7,Tue,PM,Class,1,11
1715,14,21,Mon,AM,Gym,1,17
1716,5,21,Mon,AM,Gym,1,17
1717,31,21,Mon,AM,Class,1,17
1718,50,21,Mon,AM,Class,1,17
1719,10,21,Sat,AM,Gym,1,22
1720,13,21,Sat,PM,Gym,0,22
1721,11,21,Sun,AM,Gym,1,23
1722,13,21,Sun,PM,Class,1,23
1723,19,21,Sun,PM,Gym,1,23
1724,20,21,Sun,PM,Gym,1,23
1725,17,21,Thu,AM,Class,1,20
1726,3,21,Tue,PM,Class,1,18
1727,11,21,Tue,AM,Gym,1,18
1728,37,21,Tue,AM,Gym,1,18
1729,9,21,Tue,AM,Class,1,18
1730,9,21,Tue,AM,Gym,1,18
1731,14,21,Wed,PM,Gym,1,19
1732,4,21,Wed,AM,Gym,1,19
1733,24,21,Fri,AM,Gym,1,21
1734,18,21,Fri,AM,Class,1,21
1735,21,21,Fri,AM,Gym,1,21
1736,7,21,Fri,AM,Gym,1,21
1737,25,21,Fri,PM,Class,1,21
1738,10,21,Mon,AM,Class,1,17
1739,12,21,Mon,AM,Class,1,17
1740,20,21,Mon,AM,Gym,1,17
1741,16,21,Mon,AM,Class,1,17
1742,15,21,Mon,AM,Class,0,17
1743,24,21,Mon,AM,Gym,1,17
1744,52,21,Sat,AM,Class,1,22
1745,66,21,Sat,AM,Class,1,22
1746,22,21,Sun,AM,Gym,0,23
1747,7,46,Sat,AM,Gym,1,8
1748,11,26,Sun,PM,Class,1,9
1749,19,31,Mon,AM,Class,1,3
1750,7,24,Sat,AM,Gym,1,8
1751,6,6,Thu,AM,Gym,1,6
1752,16,47,Sun,AM,Class,1,16
1753,35,18,Sun,AM,Gym,1,16
1754,13,37,Mon,AM,Gym,1,10
1755,26,11,Fri,AM,Gym,1,7
1756,21,36,Fri,AM,Gym,1,7
1757,9,54,Mon,AM,Gym,1,3
1758,29,4,Mon,AM,Gym,0,3
1759,26,12,Sun,PM,Class,1,16
1760,24,36,Sat,AM,Gym,1,15
1761,6,16,Tue,PM,Class,1,11
1762,3,55,Mon,AM,Class,1,3
1763,9,17,Thu,PM,Class,0,6
1764,8,16,Fri,AM,Class,1,7
1765,12,15,Tue,AM,Gym,1,11
1766,15,37,Tue,AM,Gym,1,11
1767,7,18,Sat,AM,-,1,8
1768,76,14,Wed,AM,Gym,1,12
1769,4,51,Mon,AM,Gym,0,10
1770,8,14,Sat,AM,Gym,1,8
1771,10,24,Sat,AM,Class,1,15
1772,4,15,Thu,AM,Gym,0,6
1773,17,33,Thu,AM,-,1,13
1774,10,34,Fri,AM,Gym,1,7
1775,9,41,Fri.,AM,Gym,1,14
1776,8,22,Mon,AM,Class,1,3
1777,15,52,Wed,PM,Gym,1,12
1778,15,8,Sat,AM,Gym,1,8
1779,14,5,Thu,PM,Class,1,13
1780,17,15,Thu,PM,Class,1,6
1781,148,2,Wed,PM,Class,1,12
1782,8,23,Tue,AM,Gym,1,4
1783,16,6,Thu,AM,Gym,1,13
1784,17,52,Sun,PM,Class,1,9
1785,7,32,Mon,AM,Gym,1,10
1786,36,6,Sun,PM,Class,1,16
1787,32,15,Mon,AM,Gym,1,3
1788,20,17,Thu,AM,Class,0,6
1789,20,52,Tue,AM,Class,1,4
1790,25,24,Mon,AM,Gym,1,3
1791,8,4,Mon,AM,Gym,1,3
1792,8,42,Sat,AM,Class,1,8
1793,8,8,Sat,AM,Gym,1,8
1794,10,7,Thu,AM,Gym,1,13
1795,12,30,Sun,AM,Gym,1,16
1796,22,13,Wed,AM,Class,1,12
1797,36,54,Fri,AM,Class,1,14
1798,10,32,Mon,AM,Gym,1,10
1799,19,28,Tue,AM,Class,1,4
1800,23,22,Sun,AM,Class,1,23
1801,11,22,Sun,PM,Gym,1,23
1802,13,22,Sun,AM,Gym,1,23
1803,13,22,Thu,PM,Class,1,20
1804,12,22,Thu,AM,Gym,1,20
1805,11,22,Thu,PM,Class,1,20
1806,32,22,Thu,PM,Class,1,20
1807,11,22,Thu,AM,Gym,1,20
1808,5,22,Wed,AM,Class,1,19
1809,8,22,Fri,AM,Class,1,21
1810,13,22,Fri,AM,Class,1,21
1811,15,22,Fri,AM,Class,1,21
1812,5,22,Fri,AM,Gym,0,21
1813,5,22,Fri,AM,Gym,1,21
1814,6,22,Mon,AM,Gym,0,17
1815,32,22,Mon,AM,Gym,1,17
1816,12,22,Monday,AM,Gym,1,17
1817,7,22,Sat,AM,Gym,1,22
1818,24,22,Sat,PM,Gym,1,22
1819,9,22,Sun,AM,Class,1,23
1820,11,22,Sun,AM,Gym,1,23
1821,41,22,Sun,AM,Gym,1,23
1822,27,22,Thu,PM,Gym,1,20
1823,21,21,Thu,AM,Gym,1,13
1824,7,46,Tue,PM,Class,1,11
1825,7,5,Fri,AM,Gym,1,7
1826,11,49,Mon,AM,Gym,1,10
1827,47,25,Thu,PM,Gym,1,13
1828,8,50,Mon,AM,Gym,1,3
1829,6,49,Thu,AM,Class,1,6
1830,8,53,Thu,PM,Gym,1,6
1831,13,1,Fri.,AM,Gym,1,7
1832,11,21,Mon,AM,Class,1,3
1833,15,45,Sat,AM,Gym,1,8
1834,13,26,Tue,PM,Gym,1,11
1835,37,5,Sun,AM,Gym,1,9
1836,5,1,Fri,PM,Class,1,14
1837,12,14,Fri,AM,Gym,1,14
1838,12,50,Mon,AM,Gym,0,10
1839,8,13,Sat,AM,Gym,1,15
1840,12,5,Thu,AM,Gym,1,13
1841,25,4,Mon,AM,Gym,1,3
1842,20,13,Fri,AM,Class,1,7
1843,25,5,Fri,AM,Gym,1,14
1844,18,36,Mon,AM,Gym,1,3
1845,7,39,Wed,PM,Class,1,5
1846,10,55,Tue,PM,Gym,1,4
1847,13,39,Thu,AM,Class,1,13
1848,13,21,Sat,AM,Class,0,15
1849,60,42,Fri,AM,Class,1,14
1850,5,13,Thu,AM,Class,1,6
1851,15,32,Mon,AM,Gym,1,10
1852,13,19,Fri,AM,Gym,1,7
1853,17,12,Fri.,AM,Class,1,7
1854,23,25,Thu,AM,Gym,1,6
1855,5,33,Thu,PM,Class,1,6
1856,12,2,Sun,AM,Gym,1,16
1857,15,31,Sun,PM,Class,1,16
1858,9,24,Thu,PM,Gym,1,6
1859,15,35,Mon,AM,Gym,1,10
1860,10,7,Fri,AM,Gym,1,7
1861,8,11,Sat,PM,Class,1,8
1862,7,3,Fri,AM,Class,1,14
1863,23,27,Sun,AM,Gym,1,16
1864,29,1,Tue,AM,Class,1,11
1865,9,11,Thu,AM,Gym,0,13
1866,12,29,Thu,AM,Gym,1,6
1867,2,45,Monday,AM,Gym,1,10
1868,27,7,Sat,AM,Gym,1,8
1869,12,19,Tue,AM,Gym,1,11
1870,12,45,Fri,AM,Gym,1,14
1871,6,23,Sat,AM,Gym,1,15
1872,25,51,Thu,AM,Gym,1,6
1873,38,15,Sat,AM,Class,1,8
1874,12,56,Mon,AM,Gym,1,3
1875,5,30,Fri.,AM,Gym,1,7
1876,9,50,Mon,PM,Class,1,3
1877,15,36,Mon,AM,Gym,1,3
1878,26,51,Tue,AM,Class,0,11
1879,37,10,Sun,AM,Class,1,9
1880,20,50,Thu,AM,Gym,1,6
1881,11,23,Thu,AM,Gym,1,20
1882,16,23,Thu,PM,Class,1,20
1883,43,23,Thu,AM,Gym,1,20
1884,5,23,Tue,AM,Class,1,18
1885,6,23,Tue,AM,Gym,1,18
1886,12,23,Tue,AM,Class,0,18
1887,27,23,Tue,PM,Gym,1,18
1888,6,23,Tue,AM,Class,1,18
1889,11,23,Wed,PM,Gym,0,19
1890,9,23,Wed,PM,Gym,1,19
1891,9,23,Wednesday,PM,Gym,1,19
1892,7,23,Fri,AM,Class,1,21
1893,5,23,Fri,AM,Class,0,21
1894,13,23,Fri,AM,Gym,1,21
1895,4,23,Fri,AM,Gym,1,21
1896,14,23,Fri,AM,Gym,1,21
1897,18,23,Fri,AM,Class,1,21
1898,3,23,Fri,AM,Gym,1,21
1899,7,23,Mon,AM,Gym,0,17
1900,21,23,Mon,PM,Class,0,17
1901,14,23,Mon,AM,Gym,1,17
1902,8,23,Mon,PM,Gym,0,17
1903,20,23,Mon,AM,Gym,1,17
1904,22,23,Monday,AM,Gym,1,17
1905,7,23,Sat,AM,Class,1,22
1906,19,23,Sat,AM,Gym,1,22
1907,10,23,Sat,PM,Class,1,22
1908,15,23,Sat,AM,Class,1,22
1909,7,23,Sat,AM,Gym,1,22
1910,13,23,Sat,AM,Class,1,22
1911,10,23,Sat,AM,Gym,0,22
1912,4,23,Sun,PM,Class,1,23
1913,17,55,Sat,AM,Class,1,15
1914,4,20,Fri,AM,Gym,0,14
1915,25,17,Sun,PM,Class,1,9
1916,9,3,Mon,PM,Class,1,10
1917,43,55,Tue,AM,Gym,1,11
1918,51,16,Thu,AM,Gym,1,13
1919,24,47,Sat,PM,Gym,1,8
1920,16,29,Tue,AM,Gym,1,4
1921,24,41,Tue,AM,Class,1,11
1922,8,12,Thu,AM,Class,1,13
1923,11,9,Tue,PM,Gym,1,11
1924,6,33,Sun,AM,Class,0,16
1925,6,27,Fri,AM,Gym,1,14
1926,6,44,Monday,AM,Gym,1,3
1927,8,12,Mon,AM,Gym,1,3
1928,5,33,Fri,AM,Gym,1,14
1929,9,44,Sat,PM,Gym,1,8
1930,10,46,Mon,AM,Class,1,10
1931,16,10,Sat,PM,Class,1,8
1932,16,24,Thu,AM,Class,1,6
1933,25,18,Sat,PM,Class,1,15
1934,55,27,Tue,AM,Gym,1,4
1935,13,46,Mon,AM,Class,0,3
1936,12,17,Fri,AM,Class,1,7
1937,9,53,Thu,AM,Gym,1,6
1938,6,16,Fri,AM,Gym,1,7
1939,17,5,Sun,PM,Gym,1,9
1940,21,52,Sat,PM,Gym,1,8
1941,21,4,Tue,AM,Gym,1,4
1942,16,56,Mon,AM,Class,1,10
1943,30,6,Fri,AM,Gym,1,7
1944,55,49,Fri,AM,Class,1,14
1945,32,24,Wed,AM,Class,1,5
1946,21,16,Fri,AM,Class,0,14
1947,10,36,Mon,AM,Gym,1,3
1948,61,32,Fri,AM,Gym,1,14
1949,3,12,Fri,AM,Class,0,7
1950,48,27,Fri,AM,Class,1,14
1951,12,2,Tue,PM,Class,1,11
1952,22,13,Fri,AM,Class,1,7
1953,10,15,Sat,AM,Class,1,8
1954,3,32,Sat,AM,Class,1,15
1955,15,5,Fri,AM,Gym,1,7
1956,7,29,Sun,AM,Gym,1,16
1957,6,45,Tue,PM,Class,0,11
1958,5,53,Mon,AM,-,1,3
1959,12,17,Tue,AM,Class,1,4
1960,5,52,Fri,AM,Class,0,7
1961,11,12,Tue,AM,Gym,1,4
1962,27,24,Sun,AM,Class,1,23
1963,15,24,Sun,AM,Class,1,23
1964,12,24,Thu,AM,Gym,1,20
1965,21,24,Thu,AM,Gym,1,20
1966,25,24,Tue,AM,Class,1,18
1967,16,24,Tue,PM,Gym,1,18
1968,31,24,Tue,AM,Gym,1,18
1969,12,24,Tue,PM,Gym,1,18
1970,34,24,Tue,PM,Class,1,18
1971,25,24,Tue,PM,Class,1,18
1972,76,24,Wed,PM,Gym,1,19
1973,27,24,Fri,AM,Class,1,21
1974,7,24,Fri,AM,Gym,0,21
1975,9,24,Fri,AM,Gym,1,21
1976,33,24,Fri,AM,Gym,1,21
1977,9,24,Fri,AM,Gym,1,21
